S No.,Manufacturer/Importer Name and address,License Number,Name of Device and Device Class,Intended Use,Brand Name,Model Numbers,Issuing Authority,Action,Address,Intended,Price (INR),Specifications / Details
510,"Global Health Solutions, Plot 45, Industrial Area, Peenya, Bangalore",Licence no: MFG/MD/2018/00415 Issued on: 16-JAN-2018,"Blood Gas Analyzer, class type: Class C","Measures partial pressures of oxygen and carbon dioxide, as well as pH levels in blood.",GasLab-X,GasLab-4278B,SLA - Karnataka,,"Legal Manufacturing Site : Global Health Solutions Unit, Bangalore","Measures partial pressures of oxygen and carbon dioxide, as well as pH levels in blood.",390000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
511,"LifeCare Innovations, Tech Park, OMR, Chennai, Tamil Nadu",Licence no: IMP/MD/2020/00830 Issued on: 20-AUG-2020,"Blood Gas Analyzer, class type: Class C","Measures partial pressures of oxygen and carbon dioxide, as well as pH levels in blood.",GasLab-Pro,GasLab-1553X,SLA - Tamil Nadu,,"Legal Manufacturing Site : LifeCare Innovations Unit, Tamil Nadu","Measures partial pressures of oxygen and carbon dioxide, as well as pH levels in blood.",370000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
512,"Spark Peripheral Technologies, Shop 1, Moolchand Market, New Delhi",Licence no: MFG/MD/2021/00743 Issued on: 05-AUG-2021,"Blood Gas Analyzer, class type: Class C","Measures partial pressures of oxygen and carbon dioxide, as well as pH levels in blood.",GasLab-Ultra,GasLab-4279X,SLA - Telangana,,"Legal Manufacturing Site : Spark Peripheral Technologies Unit, New Delhi","Measures partial pressures of oxygen and carbon dioxide, as well as pH levels in blood.",800000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
513,"Spark Peripheral Technologies, Shop 1, Moolchand Market, New Delhi",Licence no: IMP/MD/2022/00987 Issued on: 14-JUL-2022,"Blood Gas Analyzer, class type: Class C","Measures partial pressures of oxygen and carbon dioxide, as well as pH levels in blood.",GasLab-Pro,GasLab-7527,SLA - Telangana,,"Legal Manufacturing Site : Spark Peripheral Technologies Unit, New Delhi","Measures partial pressures of oxygen and carbon dioxide, as well as pH levels in blood.",810000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
514,"NovaBio Tech, Phase 8, Industrial Area, Mohali, Punjab",Licence no: MFG/MD/2022/00187 Issued on: 20-JUL-2022,"Blood Gas Analyzer, class type: Class C","Measures partial pressures of oxygen and carbon dioxide, as well as pH levels in blood.",GasLab-Plus,GasLab-7703,SLA - Karnataka,,"Legal Manufacturing Site : NovaBio Tech Unit, Punjab","Measures partial pressures of oxygen and carbon dioxide, as well as pH levels in blood.",510000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
515,"NovaBio Tech, Phase 8, Industrial Area, Mohali, Punjab",Licence no: IMP/MD/2018/00445 Issued on: 16-AUG-2018,"Bone Densitometer, class type: Class B",Measures bone mineral density to diagnose osteopenia or osteoporosis.,OsteoScan-Ultra,OsteoScan-7060X,SLA - Gujarat,,"Legal Manufacturing Site : NovaBio Tech Unit, Punjab",Measures bone mineral density to diagnose osteopenia or osteoporosis.,1380000,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
516,"Zenith Medical Devices, Tower B, BKC, Bandra East, Mumbai, Maharashtra",Licence no: IMP/MD/2022/00853 Issued on: 06-DEC-2022,"Bone Densitometer, class type: Class B",Measures bone mineral density to diagnose osteopenia or osteoporosis.,OsteoScan-Ultra,OsteoScan-6585B,CLA - CDSCO,,"Legal Manufacturing Site : Zenith Medical Devices Unit, Maharashtra",Measures bone mineral density to diagnose osteopenia or osteoporosis.,2880000,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
517,"Global Health Solutions, Plot 45, Industrial Area, Peenya, Bangalore",Licence no: IMP/MD/2024/00182 Issued on: 28-AUG-2024,"Bone Densitometer, class type: Class B",Measures bone mineral density to diagnose osteopenia or osteoporosis.,OsteoScan-Pro,OsteoScan-5014B,SLA - Delhi,,"Legal Manufacturing Site : Global Health Solutions Unit, Bangalore",Measures bone mineral density to diagnose osteopenia or osteoporosis.,1800000,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
518,"Zenith Medical Devices, Tower B, BKC, Bandra East, Mumbai, Maharashtra",Licence no: IMP/MD/2022/00366 Issued on: 09-FEB-2022,"Bone Densitometer, class type: Class B",Measures bone mineral density to diagnose osteopenia or osteoporosis.,OsteoScan-Pro,OsteoScan-3796X,SLA - Gujarat,,"Legal Manufacturing Site : Zenith Medical Devices Unit, Maharashtra",Measures bone mineral density to diagnose osteopenia or osteoporosis.,2420000,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
519,"Global Health Solutions, Plot 45, Industrial Area, Peenya, Bangalore",Licence no: MFG/MD/2019/00106 Issued on: 09-JUL-2019,"Bone Densitometer, class type: Class B",Measures bone mineral density to diagnose osteopenia or osteoporosis.,OsteoScan-Elite,OsteoScan-6359B,SLA - Karnataka,,"Legal Manufacturing Site : Global Health Solutions Unit, Bangalore",Measures bone mineral density to diagnose osteopenia or osteoporosis.,2340000,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
520,"Astra Medical Supplies, Ring Road, Surat, Gujarat",Licence no: MFG/MD/2019/00289 Issued on: 07-JUL-2019,"Bone Densitometer, class type: Class B",Measures bone mineral density to diagnose osteopenia or osteoporosis.,OsteoScan-Elite,OsteoScan-8491A,SLA - Delhi,,"Legal Manufacturing Site : Astra Medical Supplies Unit, Gujarat",Measures bone mineral density to diagnose osteopenia or osteoporosis.,3030000,Dimensions: 30 x 20 x 15 cm | Weight: ~2-10 kg | Power: 110V/220V AC or Battery
521,"Astra Medical Supplies, Ring Road, Surat, Gujarat",Licence no: MFG/MD/2018/00784 Issued on: 15-AUG-2018,"Digital X-Ray Machine, class type: Class C",Generates digital radiographic images of the body to diagnose medical conditions.,DigiRay-Pro,DigiRay-1706B,SLA - Karnataka,,"Legal Manufacturing Site : Astra Medical Supplies Unit, Gujarat",Generates digital radiographic images of the body to diagnose medical conditions.,1230000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
522,"Spark Peripheral Technologies, Shop 1, Moolchand Market, New Delhi",Licence no: MFG/MD/2021/00163 Issued on: 03-JAN-2021,"Digital X-Ray Machine, class type: Class C",Generates digital radiographic images of the body to diagnose medical conditions.,DigiRay-Max,DigiRay-3794B,SLA - Delhi,,"Legal Manufacturing Site : Spark Peripheral Technologies Unit, New Delhi",Generates digital radiographic images of the body to diagnose medical conditions.,1640000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
523,"LifeCare Innovations, Tech Park, OMR, Chennai, Tamil Nadu",Licence no: MFG/MD/2021/00352 Issued on: 28-MAR-2021,"Digital X-Ray Machine, class type: Class C",Generates digital radiographic images of the body to diagnose medical conditions.,DigiRay-Ultra,DigiRay-8087,SLA - Tamil Nadu,,"Legal Manufacturing Site : LifeCare Innovations Unit, Tamil Nadu",Generates digital radiographic images of the body to diagnose medical conditions.,730000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
524,"NovaBio Tech, Phase 8, Industrial Area, Mohali, Punjab",Licence no: MFG/MD/2024/00412 Issued on: 26-NOV-2024,"Digital X-Ray Machine, class type: Class C",Generates digital radiographic images of the body to diagnose medical conditions.,DigiRay-Basic,DigiRay-9065,SLA - Maharashtra,,"Legal Manufacturing Site : NovaBio Tech Unit, Punjab",Generates digital radiographic images of the body to diagnose medical conditions.,1820000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
525,"Quantum Care Co., Jubilee Hills, Hyderabad, Telangana",Licence no: IMP/MD/2018/00641 Issued on: 08-JUL-2018,"Digital X-Ray Machine, class type: Class C",Generates digital radiographic images of the body to diagnose medical conditions.,DigiRay-Pro,DigiRay-6482A,SLA - Telangana,,"Legal Manufacturing Site : Quantum Care Co. Unit, Telangana",Generates digital radiographic images of the body to diagnose medical conditions.,1860000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
526,"Zenith Medical Devices, Tower B, BKC, Bandra East, Mumbai, Maharashtra",Licence no: MFG/MD/2023/00980 Issued on: 02-JUN-2023,"Electronic Stethoscope, class type: Class B",Amplifies internal body sounds for diagnostic auscultation.,AcousticPlus-Pro,AcousticPlus-6252A,SLA - Tamil Nadu,,"Legal Manufacturing Site : Zenith Medical Devices Unit, Maharashtra",Amplifies internal body sounds for diagnostic auscultation.,26000,Dimensions: 15-20 cm length | Weight: ~100-500 g | Material: Stainless Steel/Alloy
527,"Pioneer Health Systems, Sector V, Salt Lake, Kolkata, West Bengal",Licence no: MFG/MD/2022/00151 Issued on: 28-SEP-2022,"Electronic Stethoscope, class type: Class B",Amplifies internal body sounds for diagnostic auscultation.,AcousticPlus-X,AcousticPlus-6357A,SLA - Maharashtra,,"Legal Manufacturing Site : Pioneer Health Systems Unit, West Bengal",Amplifies internal body sounds for diagnostic auscultation.,21000,Dimensions: 15-20 cm length | Weight: ~100-500 g | Material: Stainless Steel/Alloy
528,"MediCorp India Pvt Ltd, Cyber City, Phase 2, Gurgaon, Haryana",Licence no: MFG/MD/2019/00416 Issued on: 27-MAY-2019,"Electronic Stethoscope, class type: Class B",Amplifies internal body sounds for diagnostic auscultation.,AcousticPlus-Ultra,AcousticPlus-9768X,SLA - Karnataka,,"Legal Manufacturing Site : MediCorp India Pvt Ltd Unit, Haryana",Amplifies internal body sounds for diagnostic auscultation.,28000,Dimensions: 15-20 cm length | Weight: ~100-500 g | Material: Stainless Steel/Alloy
529,"NovaBio Tech, Phase 8, Industrial Area, Mohali, Punjab",Licence no: IMP/MD/2019/00636 Issued on: 12-JUL-2019,"Electronic Stethoscope, class type: Class B",Amplifies internal body sounds for diagnostic auscultation.,AcousticPlus-Ultra,AcousticPlus-2297B,SLA - Gujarat,,"Legal Manufacturing Site : NovaBio Tech Unit, Punjab",Amplifies internal body sounds for diagnostic auscultation.,38000,Dimensions: 15-20 cm length | Weight: ~100-500 g | Material: Stainless Steel/Alloy
530,"NovaBio Tech, Phase 8, Industrial Area, Mohali, Punjab",Licence no: IMP/MD/2021/00913 Issued on: 03-OCT-2021,"Electronic Stethoscope, class type: Class B",Amplifies internal body sounds for diagnostic auscultation.,AcousticPlus-Elite,AcousticPlus-2952B,SLA - Tamil Nadu,,"Legal Manufacturing Site : NovaBio Tech Unit, Punjab",Amplifies internal body sounds for diagnostic auscultation.,37000,Dimensions: 15-20 cm length | Weight: ~100-500 g | Material: Stainless Steel/Alloy
531,"Quantum Care Co., Jubilee Hills, Hyderabad, Telangana",Licence no: IMP/MD/2018/00639 Issued on: 22-APR-2018,"Electronic Stethoscope, class type: Class B",Amplifies internal body sounds for diagnostic auscultation.,AcousticPlus-X,AcousticPlus-6803A,SLA - Telangana,,"Legal Manufacturing Site : Quantum Care Co. Unit, Telangana",Amplifies internal body sounds for diagnostic auscultation.,16000,Dimensions: 15-20 cm length | Weight: ~100-500 g | Material: Stainless Steel/Alloy
532,"Quantum Care Co., Jubilee Hills, Hyderabad, Telangana",Licence no: IMP/MD/2020/00934 Issued on: 18-DEC-2020,"Electronic Stethoscope, class type: Class B",Amplifies internal body sounds for diagnostic auscultation.,AcousticPlus-Plus,AcousticPlus-4714B,SLA - Telangana,,"Legal Manufacturing Site : Quantum Care Co. Unit, Telangana",Amplifies internal body sounds for diagnostic auscultation.,22000,Dimensions: 15-20 cm length | Weight: ~100-500 g | Material: Stainless Steel/Alloy
533,"MediCorp India Pvt Ltd, Cyber City, Phase 2, Gurgaon, Haryana",Licence no: IMP/MD/2022/00287 Issued on: 15-JAN-2022,"Electronic Stethoscope, class type: Class B",Amplifies internal body sounds for diagnostic auscultation.,AcousticPlus-Advance,AcousticPlus-4021B,SLA - Karnataka,,"Legal Manufacturing Site : MediCorp India Pvt Ltd Unit, Haryana",Amplifies internal body sounds for diagnostic auscultation.,25000,Dimensions: 15-20 cm length | Weight: ~100-500 g | Material: Stainless Steel/Alloy
534,"MediCorp India Pvt Ltd, Cyber City, Phase 2, Gurgaon, Haryana",Licence no: IMP/MD/2023/00190 Issued on: 25-APR-2023,"Electronic Stethoscope, class type: Class B",Amplifies internal body sounds for diagnostic auscultation.,AcousticPlus-X,AcousticPlus-8737B,SLA - Maharashtra,,"Legal Manufacturing Site : MediCorp India Pvt Ltd Unit, Haryana",Amplifies internal body sounds for diagnostic auscultation.,17000,Dimensions: 15-20 cm length | Weight: ~100-500 g | Material: Stainless Steel/Alloy
535,"Spark Peripheral Technologies, Shop 1, Moolchand Market, New Delhi",Licence no: MFG/MD/2020/00290 Issued on: 01-JUN-2020,"Heart-Lung Machine, class type: Class C",Takes over the function of the heart and lungs during cardiopulmonary bypass surgery.,CardioBypass-Basic,CardioBypass-9878B,SLA - Maharashtra,,"Legal Manufacturing Site : Spark Peripheral Technologies Unit, New Delhi",Takes over the function of the heart and lungs during cardiopulmonary bypass surgery.,2850000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
536,"Global Health Solutions, Plot 45, Industrial Area, Peenya, Bangalore",Licence no: IMP/MD/2023/00874 Issued on: 01-NOV-2023,"Heart-Lung Machine, class type: Class C",Takes over the function of the heart and lungs during cardiopulmonary bypass surgery.,CardioBypass-Max,CardioBypass-2836,SLA - Delhi,,"Legal Manufacturing Site : Global Health Solutions Unit, Bangalore",Takes over the function of the heart and lungs during cardiopulmonary bypass surgery.,2970000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
537,"Global Health Solutions, Plot 45, Industrial Area, Peenya, Bangalore",Licence no: IMP/MD/2022/00716 Issued on: 25-NOV-2022,"Heart-Lung Machine, class type: Class C",Takes over the function of the heart and lungs during cardiopulmonary bypass surgery.,CardioBypass-Plus,CardioBypass-9403A,SLA - Gujarat,,"Legal Manufacturing Site : Global Health Solutions Unit, Bangalore",Takes over the function of the heart and lungs during cardiopulmonary bypass surgery.,4620000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
538,"Quantum Care Co., Jubilee Hills, Hyderabad, Telangana",Licence no: MFG/MD/2021/00205 Issued on: 28-DEC-2021,"Heart-Lung Machine, class type: Class C",Takes over the function of the heart and lungs during cardiopulmonary bypass surgery.,CardioBypass-Advance,CardioBypass-2926X,SLA - Tamil Nadu,,"Legal Manufacturing Site : Quantum Care Co. Unit, Telangana",Takes over the function of the heart and lungs during cardiopulmonary bypass surgery.,5050000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
539,"Apex Surgical Imports, 12, GIDC, Makarpura, Vadodara, Gujarat",Licence no: IMP/MD/2021/00898 Issued on: 08-MAY-2021,"Heart-Lung Machine, class type: Class C",Takes over the function of the heart and lungs during cardiopulmonary bypass surgery.,CardioBypass-Basic,CardioBypass-9001B,SLA - Karnataka,,"Legal Manufacturing Site : Apex Surgical Imports Unit, Gujarat",Takes over the function of the heart and lungs during cardiopulmonary bypass surgery.,2020000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
540,"MediCorp India Pvt Ltd, Cyber City, Phase 2, Gurgaon, Haryana",Licence no: IMP/MD/2021/00778 Issued on: 02-APR-2021,"Heart-Lung Machine, class type: Class C",Takes over the function of the heart and lungs during cardiopulmonary bypass surgery.,CardioBypass-Basic,CardioBypass-4997A,SLA - Telangana,,"Legal Manufacturing Site : MediCorp India Pvt Ltd Unit, Haryana",Takes over the function of the heart and lungs during cardiopulmonary bypass surgery.,4870000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
541,"Quantum Care Co., Jubilee Hills, Hyderabad, Telangana",Licence no: IMP/MD/2021/00285 Issued on: 17-FEB-2021,"Heart-Lung Machine, class type: Class C",Takes over the function of the heart and lungs during cardiopulmonary bypass surgery.,CardioBypass-Plus,CardioBypass-1100X,SLA - Maharashtra,,"Legal Manufacturing Site : Quantum Care Co. Unit, Telangana",Takes over the function of the heart and lungs during cardiopulmonary bypass surgery.,3380000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
